"","Date","Kitchen","Laundry","WH_AC","GAP_cost"
"965",2009-08-22,5.049,3.136,8.128,4.00878553333333
"966",2009-08-23,0.465,0.873,7.418,2.68754786666667
"967",2009-08-24,2.285,0.792,8.187,3.05978473333333
"968",2009-08-25,1.618,0.751,5.73,2.46559093333333
"969",2009-08-26,2.131,1.47,8.422,2.9325338
"970",2009-08-27,0,0.71,4.302,1.7832631
"971",2009-08-28,1.778,1.091,7.533,2.79155443333333
"972",2009-08-29,0.905,1.497,11.706,3.3603024
"973",2009-08-30,2.653,1.382,10.65,3.77077126666667
"974",2009-08-31,0.417,0.636,9.973,3.14898573333333
"975",2009-09-01,0.543,0.743,6.072,2.55714096666667
"976",2009-09-02,0.947,0.63,9.927,3.10003143333333
"977",2009-09-03,2.821,3.095,4.387,2.85275983333333
"978",2009-09-04,0.498,0.643,8.735,2.78942593333333
"979",2009-09-05,2.988,2.25,10.437,3.59920093333333
"980",2009-09-06,0.995,0.602,8.599,2.9579811
"981",2009-09-07,1.667,0.561,8.159,3.04003616666667
"982",2009-09-08,0.999,0.575,9.1,2.81252453333333
"983",2009-09-09,0.998,3.829,9.626,3.644868
"984",2009-09-10,0.915,0.631,7.55,2.8876451
"985",2009-09-11,0.511,0.605,11.687,3.17633523333333
"986",2009-09-12,6.713,1.205,11.915,4.3913513
"987",2009-09-13,6.574,0.634,8.718,4.0992966
"988",2009-09-14,2.446,0.579,11.039,4.3861317
"989",2009-09-15,2.608,0.563,8.891,3.51451226666667
"990",2009-09-16,1.035,3.467,11.239,4.302004
"991",2009-09-17,0,0.565,11.419,3.31181886666667
"992",2009-09-18,1.507,0.668,9.54,3.3036982
"993",2009-09-19,1.769,4.062,14.136,4.89452883333333
"994",2009-09-20,4.319,2.429,12.629,5.1511036
"995",2009-09-21,1.458,0.607,10.844,3.77442836666667
"996",2009-09-22,0.937,0.598,8.181,3.09117096666667
"997",2009-09-23,1.751,1.007,11.644,3.76737896666667
"998",2009-09-24,1.385,0.598,11.11,3.8119292
"999",2009-09-25,0,0.589,10.526,2.9878133
"1000",2009-09-26,1.943,0.575,14.632,3.93880013333333
"1001",2009-09-27,1.311,4.585,6.344,3.03655146666667
"1002",2009-09-28,0.506,0.614,11.729,3.48790963333333
"1003",2009-09-29,1.031,0.603,8.549,3.17851333333333
"1004",2009-09-30,0.478,7.873,8.479,3.93279903333333
"1005",2009-10-01,0.939,0.798,8.936,3.3228963
"1006",2009-10-02,0.503,0.586,11.367,3.34505493333333
"1007",2009-10-03,3.644,0.896,14.5,4.11842093333333
"1008",2009-10-04,3.189,3.499,7.837,3.77000436666667
"1009",2009-10-05,0,0.537,9.145,3.1870043
"1010",2009-10-06,0.985,0.542,8.813,3.7673937
"1011",2009-10-07,0.734,4.302,9.846,4.52503236666667
"1012",2009-10-08,1.61,0.65,10.691,3.7864432
"1013",2009-10-09,0.481,0.585,11.649,3.52409133333333
"1014",2009-10-10,4.053,0.548,13.45,4.5564253
"1015",2009-10-11,4.568,6.45,9.356,4.91610896666667
"1016",2009-10-12,0.997,0.544,10.08,3.52709786666667
"1017",2009-10-13,0.983,0.509,9.488,3.69056776666667
"1018",2009-10-14,0.994,3.148,10.056,4.1452658
"1019",2009-10-15,2.477,0.45,9.638,3.7977432
"1020",2009-10-16,0.159,0.491,11.138,3.8938511
"1021",2009-10-17,5.49,4.335,16.195,6.23419366666667
"1022",2009-10-18,0.712,0.539,12.399,4.13002186666667
"1023",2009-10-19,1.104,0.437,8.574,3.5650508
"1024",2009-10-20,0.76,0.454,11.42,4.4838681
"1025",2009-10-21,1.473,5.904,8.059,4.6697564
"1026",2009-10-22,0.558,0.496,11.707,3.67973106666667
"1027",2009-10-23,3.18,0.494,11.694,4.33027943333333
"1028",2009-10-24,6.202,0.548,13.816,5.79968336666667
"1029",2009-10-25,3.01,6.189,15.841,6.6564122
"1030",2009-10-26,0,0.48,5.788,2.64635693333333
"1031",2009-10-27,1.054,0.449,8.418,2.9103103
"1032",2009-10-28,0.968,0.452,9.318,3.01802816666667
"1033",2009-10-29,0.551,4.098,5.627,4.7206294
"1034",2009-10-30,2.069,2.043,8.878,3.746306
"1035",2009-10-31,1.773,2.514,14.588,4.58163756666667
"1036",2009-11-01,1.97,0.47,11.173,4.28976746666667
"1037",2009-11-02,1.881,0.471,8.161,3.91843033333333
"1038",2009-11-03,2.009,3.901,8.468,5.58696743333333
"1039",2009-11-04,1.075,4.022,13.171,4.565926
"1040",2009-11-05,1.105,0.548,9.919,3.9481888
"1041",2009-11-06,0,0.418,11.328,3.41991703333333
"1042",2009-11-07,2.187,0.452,9.965,3.72696566666667
"1043",2009-11-08,4.941,2.019,13.82,6.1210423
"1044",2009-11-09,1.125,0.486,8.72,3.73922753333333
"1045",2009-11-10,1.118,0.39,11.788,3.99059383333333
"1046",2009-11-11,2.338,5.147,10.55,4.86602976666667
"1047",2009-11-12,1.486,0.395,10.067,3.83716356666667
"1048",2009-11-13,1.856,0.441,9.178,3.80129673333333
"1049",2009-11-14,4.169,2.401,17.809,6.0419038
"1050",2009-11-15,0.991,5.218,10.453,5.21508756666667
"1051",2009-11-16,2.021,0.615,8.973,3.7817131
"1052",2009-11-17,0,0.453,12.049,4.30962973333333
"1053",2009-11-18,5.502,7.646,13.672,6.43483156666667
"1054",2009-11-19,0.51,0.458,11.027,3.71415523333333
"1055",2009-11-20,0.843,0.405,12.84,4.91985563333333
"1056",2009-11-21,5.694,1.982,12.551,6.1220694
"1057",2009-11-22,6.774,0.425,15.055,6.2309989
"1058",2009-11-23,0,0.401,8.644,3.71577376666667
"1059",2009-11-24,2.491,4.581,9.214,5.45632633333333
"1060",2009-11-25,0.745,5.102,10.513,4.89934133333333
"1061",2009-11-26,2.262,0.422,10.603,3.99760256666667
"1062",2009-11-27,0,0.386,11.65,3.53156486666667
"1063",2009-11-28,3.199,0.371,13.428,4.4341134
"1064",2009-11-29,1.073,3.069,8.742,4.26118106666667
"1065",2009-11-30,1.08,0.378,12.001,4.28783936666667
"1066",2009-12-01,0,0.354,10.816,4.3852266
"1067",2009-12-02,1.143,7.004,12.902,5.70898883333333
"1068",2009-12-03,1.039,0.45,9.741,3.76040083333333
"1069",2009-12-04,1.158,0.352,9.299,4.27137213333333
"1070",2009-12-05,3.184,0.351,12.258,5.55667493333333
"1071",2009-12-06,3.488,4.139,13.486,6.2638479
"1072",2009-12-07,1.132,0.394,10.291,4.3983672
"1073",2009-12-08,1.108,0.35,15.375,5.05629556666667
"1074",2009-12-09,2.054,3.319,7.746,4.42030086666667
"1075",2009-12-10,2.823,0.385,14.864,5.0217498
"1076",2009-12-11,1.546,0.357,11.415,4.41458833333333
"1077",2009-12-12,1.087,4.126,8.657,4.6347807
"1078",2009-12-13,3.984,0.439,13.314,5.26363356666667
"1079",2009-12-14,0.857,2.212,10.699,4.47983313333333
"1080",2009-12-15,1.344,0.419,14.127,4.80825483333333
"1081",2009-12-16,1.143,2.935,8.104,3.38961746666667
"1082",2009-12-17,0,0.337,14.286,4.234857
"1083",2009-12-18,1.195,0.324,11.575,4.29738206666667
"1084",2009-12-19,1.165,2.628,13.723,5.25640003333333
"1085",2009-12-20,1.237,0.347,7.795,2.80579673333333
"1086",2009-12-21,3.293,0.24,10.619,4.81896193333333
"1087",2009-12-22,0,0.286,15.559,4.77962653333333
"1088",2009-12-23,1.143,0.285,12.329,3.70689116666667
"1089",2009-12-24,4.455,5.605,14.11,6.62210413333333
"1090",2009-12-25,4.1,3.905,14.22,5.5739199
"1091",2009-12-26,1.186,4.294,16.021,5.37808703333333
"1092",2009-12-27,4.218,0.318,13.592,5.47387833333333
"1093",2009-12-28,2.175,2.015,14.677,5.26546286666667
"1094",2009-12-29,1.26,0.36,10.072,4.894983
"1095",2009-12-30,5.284,4.543,12.875,6.1834414
"1096",2009-12-31,0,0.417,18.349,5.29588436666667
"1097",2010-01-01,0,0,1.099,0.267099
