"","Date","Kitchen","Laundry","WH_AC","GAP","DateTime"
"639",2008-09-30,1.032,0.372,8.811,23.9615666666667,"2008-09-30 00:00:00"
"640",2008-10-01,2.254,5.775,10.697,31.8994,"2008-10-01 00:00:00"
"641",2008-10-02,0.515,0.39,8.516,21.1753666666667,"2008-10-02 00:00:00"
"642",2008-10-03,4.649,0.332,9.45,26.9632,"2008-10-03 00:00:00"
"643",2008-10-04,3.614,0.648,13.211,37.2064,"2008-10-04 00:00:00"
"644",2008-10-05,0.99,3.252,5.982,25.6845333333333,"2008-10-05 00:00:00"
"645",2008-10-06,0.99,0.282,8.783,21.5149,"2008-10-06 00:00:00"
"646",2008-10-07,0.49,0.397,10.285,28.6777333333333,"2008-10-07 00:00:00"
"647",2008-10-08,0.928,5.129,10.804,31.099,"2008-10-08 00:00:00"
"648",2008-10-09,1.157,3.068,12.561,34.2487,"2008-10-09 00:00:00"
"649",2008-10-10,0.517,0.408,11.994,24.9729666666667,"2008-10-10 00:00:00"
"650",2008-10-11,2.144,2.31,10.771,27.5899333333333,"2008-10-11 00:00:00"
"651",2008-10-12,2.561,4.706,7.762,31.5806666666667,"2008-10-12 00:00:00"
"652",2008-10-13,1.037,1.667,9.507,25.6258666666667,"2008-10-13 00:00:00"
"653",2008-10-14,0.655,0.435,9.974,25.8768,"2008-10-14 00:00:00"
"654",2008-10-15,1.958,7.035,9.17,35.291,"2008-10-15 00:00:00"
"655",2008-10-16,1.513,0.446,9.258,27.6073666666667,"2008-10-16 00:00:00"
"656",2008-10-17,1.518,3.186,9.637,30.5245333333333,"2008-10-17 00:00:00"
"657",2008-10-18,0.518,1.651,11.116,31.8813,"2008-10-18 00:00:00"
"658",2008-10-19,1.497,8.009,5.63,38.9366,"2008-10-19 00:00:00"
"659",2008-10-20,0.844,2.586,10.471,28.2696666666667,"2008-10-20 00:00:00"
"660",2008-10-21,0.857,2.73,11.332,33.7604333333333,"2008-10-21 00:00:00"
"661",2008-10-22,0.662,2.544,7.932,27.4589666666667,"2008-10-22 00:00:00"
"662",2008-10-23,0.815,1.414,11.144,30.8928,"2008-10-23 00:00:00"
"663",2008-10-24,6.859,2.298,10.414,34.2548,"2008-10-24 00:00:00"
"664",2008-10-25,1.771,0.395,13.433,27.7801,"2008-10-25 00:00:00"
"665",2008-10-26,0,0.383,2.013,8.9961,"2008-10-26 02:00:00"
"666",2008-10-27,0,0.377,1.967,8.71183333333333,"2008-10-27 00:00:00"
"667",2008-10-28,2.263,0.396,5.09,20.4145,"2008-10-28 00:00:00"
"668",2008-10-29,1.037,0.345,4.015,28.1368666666667,"2008-10-29 00:00:00"
"669",2008-10-30,0,0.314,2.276,18.1011666666667,"2008-10-30 00:00:00"
"670",2008-10-31,0,0.343,10.826,21.8944,"2008-10-31 00:00:00"
"671",2008-11-01,0,0.313,1.939,13.8097,"2008-11-01 00:00:00"
"672",2008-11-02,0,0.345,1.881,14.2368333333333,"2008-11-02 00:00:00"
"673",2008-11-03,0.963,0.347,2.835,15.2409,"2008-11-03 00:00:00"
"674",2008-11-04,0,6.194,4.106,25.9335,"2008-11-04 00:00:00"
"675",2008-11-05,7.039,10.407,8.362,51.6246666666667,"2008-11-05 00:00:00"
"676",2008-11-06,1.591,0.451,6.734,27.1166333333333,"2008-11-06 00:00:00"
"677",2008-11-07,0.715,0.403,10.421,26.7679333333333,"2008-11-07 00:00:00"
"678",2008-11-08,0.858,3.111,5.498,27.4622666666667,"2008-11-08 00:00:00"
"679",2008-11-09,6.874,0.838,14.919,44.512,"2008-11-09 00:00:00"
"680",2008-11-10,1.023,0.357,10.285,34.3735666666667,"2008-11-10 00:00:00"
"681",2008-11-11,2.475,2.285,13.577,39.5754333333333,"2008-11-11 00:00:00"
"682",2008-11-12,0.955,2.683,10.504,38.3792333333333,"2008-11-12 00:00:00"
"683",2008-11-13,0.111,0.339,6.315,20.3906666666667,"2008-11-13 00:00:00"
"684",2008-11-14,1.594,0.338,9.929,26.9152333333333,"2008-11-14 00:00:00"
"685",2008-11-15,3.93,3.817,14.583,47.0908333333333,"2008-11-15 00:00:00"
"686",2008-11-16,5.311,1.794,9.997,43.0309,"2008-11-16 00:00:00"
"687",2008-11-17,0,0.413,10.59,25.7031,"2008-11-17 00:00:00"
"688",2008-11-18,1.079,0.355,11.014,28.8523666666667,"2008-11-18 00:00:00"
"689",2008-11-19,1.737,3.008,8.894,30.8088333333333,"2008-11-19 00:00:00"
"690",2008-11-20,1.034,0.351,7.732,28.2772666666667,"2008-11-20 00:00:00"
"691",2008-11-21,1.039,0.376,10.396,28.0084666666667,"2008-11-21 00:00:00"
"692",2008-11-22,0.567,0.85,8.32,27.3824,"2008-11-22 00:00:00"
"693",2008-11-23,4.157,8.838,9.209,55.4248,"2008-11-23 00:00:00"
"694",2008-11-24,0.528,0.496,14.441,54.4468333333333,"2008-11-24 00:00:00"
"695",2008-11-25,3.545,0.345,10.043,46.2206,"2008-11-25 00:00:00"
"696",2008-11-26,0.909,0.335,10.141,24.8521666666667,"2008-11-26 00:00:00"
"697",2008-11-27,2.491,0.302,12.208,39.6797333333333,"2008-11-27 00:00:00"
"698",2008-11-28,1.113,0.307,11.882,31.9121,"2008-11-28 00:00:00"
"699",2008-11-29,5.268,2.377,11.734,37.5982,"2008-11-29 00:00:00"
"700",2008-11-30,1.161,3.483,11.226,41.7057,"2008-11-30 00:00:00"
"701",2008-12-01,1.085,0.335,9.913,28.1434333333333,"2008-12-01 00:00:00"
"702",2008-12-02,0,0.277,11.343,29.8941666666667,"2008-12-02 00:00:00"
"703",2008-12-03,1.137,0.306,9.664,29.3429,"2008-12-03 00:00:00"
"704",2008-12-04,1.085,0.307,11.314,28.4711666666667,"2008-12-04 00:00:00"
"705",2008-12-05,0.831,0.279,9.535,33.5755,"2008-12-05 00:00:00"
"706",2008-12-06,4.005,5.753,9.365,42.6785666666667,"2008-12-06 00:00:00"
"707",2008-12-07,3.294,0.315,12.529,40.5414333333333,"2008-12-07 00:00:00"
"708",2008-12-08,1.117,0.286,14.354,32.3662333333333,"2008-12-08 00:00:00"
"709",2008-12-09,1.985,2.552,12.886,33.4353,"2008-12-09 00:00:00"
"710",2008-12-10,1.128,4.167,10.889,35.4370333333333,"2008-12-10 00:00:00"
"711",2008-12-11,1.16,0.283,7.979,23.7440333333333,"2008-12-11 00:00:00"
"712",2008-12-12,1.157,0.255,12.154,30.3803333333333,"2008-12-12 00:00:00"
"713",2008-12-13,2.186,0.261,9.271,30.2327666666667,"2008-12-13 00:00:00"
"714",2008-12-14,3.742,2.47,5.415,33.2592666666667,"2008-12-14 00:00:00"
"715",2008-12-15,0.592,0.279,9.668,29.5740666666667,"2008-12-15 00:00:00"
"716",2008-12-16,0.586,0.253,11.334,30.4746333333333,"2008-12-16 00:00:00"
"717",2008-12-17,3.68,0.253,10.813,34.4783,"2008-12-17 00:00:00"
"718",2008-12-18,1.125,0.282,11.293,28.6556,"2008-12-18 00:00:00"
"719",2008-12-19,2.109,0.284,11.588,32.1056333333333,"2008-12-19 00:00:00"
"720",2008-12-20,1.132,6.398,12.253,36.3526666666667,"2008-12-20 00:00:00"
"721",2008-12-21,0.922,9.233,15.567,45.0119,"2008-12-21 00:00:00"
"722",2008-12-22,1.84,0.415,10.262,31.2810333333333,"2008-12-22 00:00:00"
"723",2008-12-23,3.16,2.117,8.497,32.5588333333333,"2008-12-23 00:00:00"
"724",2008-12-24,0,0.361,9.981,20.9789666666667,"2008-12-24 00:00:00"
"725",2008-12-25,0,0.318,3.598,17.7684,"2008-12-25 00:00:00"
"726",2008-12-26,1.113,0.278,7.796,19.4029333333333,"2008-12-26 00:00:00"
"727",2008-12-27,0.008,0.245,12.055,48.4599666666667,"2008-12-27 00:00:00"
"728",2008-12-28,1.953,0.217,5.219,28.1428,"2008-12-28 00:00:00"
"729",2008-12-29,0,0.218,2.706,9.48743333333333,"2008-12-29 00:00:00"
"730",2008-12-30,0,0.214,7.145,19.6965666666667,"2008-12-30 00:00:00"
"731",2008-12-31,2.975,0.245,11.86,32.6469666666667,"2008-12-31 00:00:00"
"732",2009-01-01,0.765,3.245,2.081,21.1378,"2009-01-01 00:00:00"
"733",2009-01-02,2.417,6.59,12.266,40.9887666666667,"2009-01-02 00:00:00"
"734",2009-01-03,6.44,0.359,10.057,31.2319,"2009-01-03 00:00:00"
"735",2009-01-04,1.457,5.28,3.924,33.3012666666667,"2009-01-04 00:00:00"
"736",2009-01-05,1.247,0.322,8.65,26.7562,"2009-01-05 00:00:00"
"737",2009-01-06,0,0.254,11.771,27.4875,"2009-01-06 00:00:00"
"738",2009-01-07,2.687,3.82,10.67,35.1048,"2009-01-07 00:00:00"
"739",2009-01-08,2.773,0.255,10.075,27.4113666666667,"2009-01-08 00:00:00"
"740",2009-01-09,1.802,0.316,9.285,29.9651333333333,"2009-01-09 00:00:00"
"741",2009-01-10,2.828,2.936,11.888,32.7362333333333,"2009-01-10 00:00:00"
"742",2009-01-11,4.068,6.591,6.538,34.5151666666667,"2009-01-11 00:00:00"
"743",2009-01-12,0.453,0.323,12.147,27.0947,"2009-01-12 00:00:00"
"744",2009-01-13,1.14,0.329,15.075,35.1898,"2009-01-13 00:00:00"
"745",2009-01-14,2.276,0.332,11.42,30.9099,"2009-01-14 00:00:00"
"746",2009-01-15,2.732,0.326,9.561,25.8739666666667,"2009-01-15 00:00:00"
"747",2009-01-16,5.241,3.213,14.132,43.7385,"2009-01-16 00:00:00"
"748",2009-01-17,3.047,3.153,15.316,55.9575666666667,"2009-01-17 00:00:00"
"749",2009-01-18,5.649,6.702,12.712,53.1483,"2009-01-18 00:00:00"
"750",2009-01-19,1.118,0.353,11.388,29.5533666666667,"2009-01-19 00:00:00"
"751",2009-01-20,0,0.292,13.459,28.6245666666667,"2009-01-20 00:00:00"
"752",2009-01-21,1.148,2.145,10.098,29.3083,"2009-01-21 00:00:00"
"753",2009-01-22,0,0.377,8.246,20.6875,"2009-01-22 00:00:00"
"754",2009-01-23,2.078,0.295,11.371,30.8394333333333,"2009-01-23 00:00:00"
"755",2009-01-24,5.074,4.46,8.661,36.3154,"2009-01-24 00:00:00"
"756",2009-01-25,3.993,5.979,10.924,47.9481333333333,"2009-01-25 00:00:00"
"757",2009-01-26,1.121,0.329,10.546,28.2628333333333,"2009-01-26 00:00:00"
"758",2009-01-27,0.896,0.284,6.608,24.1526666666667,"2009-01-27 00:00:00"
"759",2009-01-28,2.301,6.952,14.285,45.4346,"2009-01-28 00:00:00"
"760",2009-01-29,0,0.317,8.996,26.1786333333333,"2009-01-29 00:00:00"
"761",2009-01-30,1.622,0.249,12.13,34.3106666666667,"2009-01-30 00:00:00"
"762",2009-01-31,8.277,6.606,14.241,52.4771,"2009-01-31 00:00:00"
"763",2009-02-01,3.331,0.622,8.579,33.085,"2009-02-01 00:00:00"
"764",2009-02-02,0.578,0.232,9.95,25.1277666666667,"2009-02-02 00:00:00"
"765",2009-02-03,1.284,0.231,15.949,31.9360666666667,"2009-02-03 00:00:00"
"766",2009-02-04,0.871,7.608,15.96,41.7760666666667,"2009-02-04 00:00:00"
"767",2009-02-05,1.104,0.264,12.679,27.1519333333333,"2009-02-05 00:00:00"
"768",2009-02-06,1.165,0.273,11.746,33.3738666666667,"2009-02-06 00:00:00"
"769",2009-02-07,6.822,4.483,17.044,50.8739,"2009-02-07 00:00:00"
"770",2009-02-08,5.341,0.226,16.281,38.7699,"2009-02-08 00:00:00"
"771",2009-02-09,1.063,0.261,9.375,28.4724666666667,"2009-02-09 00:00:00"
"772",2009-02-10,1.128,0.263,11.872,31.294,"2009-02-10 00:00:00"
"773",2009-02-11,2.984,10.433,12.662,45.0696333333333,"2009-02-11 00:00:00"
"774",2009-02-12,1.11,0.343,17.724,32.8625666666667,"2009-02-12 00:00:00"
"775",2009-02-13,1.1,0.247,11.554,28.1242666666667,"2009-02-13 00:00:00"
"776",2009-02-14,2.28,3.263,17.566,37.2889666666667,"2009-02-14 00:00:00"
"777",2009-02-15,2.465,0.226,6.177,28.0032666666667,"2009-02-15 00:00:00"
"778",2009-02-16,0,0.261,6.236,21.2867333333333,"2009-02-16 00:00:00"
"779",2009-02-17,0,0.266,4.726,13.7967,"2009-02-17 00:00:00"
"780",2009-02-18,0,0.264,5.471,13.7403333333333,"2009-02-18 00:00:00"
"781",2009-02-19,1.046,0.295,1.796,12.3279333333333,"2009-02-19 00:00:00"
"782",2009-02-20,2.897,0.261,8.325,30.1086333333333,"2009-02-20 00:00:00"
"783",2009-02-21,2.111,0.289,4.426,23.1725666666667,"2009-02-21 00:00:00"
"784",2009-02-22,3.816,8.546,6.598,35.4674333333333,"2009-02-22 00:00:00"
"785",2009-02-23,0.587,3.719,11.926,45.5769666666667,"2009-02-23 00:00:00"
"786",2009-02-24,0.625,1.631,15.592,31.5730333333333,"2009-02-24 00:00:00"
"787",2009-02-25,1.092,0.279,7.359,19.5356666666667,"2009-02-25 00:00:00"
"788",2009-02-26,0,0.268,6.841,19.1516,"2009-02-26 00:00:00"
"789",2009-02-27,1.154,0.272,14.831,33.7487666666667,"2009-02-27 00:00:00"
"790",2009-02-28,1.145,5.355,7.49,26.3875666666667,"2009-02-28 00:00:00"
"791",2009-03-01,11.178,2.713,9.35,42.0395333333333,"2009-03-01 00:00:00"
"792",2009-03-02,1.56,0.31,6.684,24.6304333333333,"2009-03-02 00:00:00"
"793",2009-03-03,1.159,0.288,13.024,30.8533666666667,"2009-03-03 00:00:00"
"794",2009-03-04,1.68,2.566,8.393,30.0791666666667,"2009-03-04 00:00:00"
"795",2009-03-05,0.534,0.285,9.094,24.5514333333333,"2009-03-05 00:00:00"
"796",2009-03-06,1.144,0.257,12.056,29.8239,"2009-03-06 00:00:00"
"797",2009-03-07,1.055,0.802,12.113,28.1378666666667,"2009-03-07 00:00:00"
"798",2009-03-08,7.252,5.243,12.691,39.3972,"2009-03-08 00:00:00"
"799",2009-03-09,1.552,0.372,10.336,27.3712,"2009-03-09 00:00:00"
"800",2009-03-10,0.45,0.312,10.811,29.7864666666667,"2009-03-10 00:00:00"
"801",2009-03-11,3.476,7.243,11.536,41.6406,"2009-03-11 00:00:00"
"802",2009-03-12,0,0.409,13.655,31.5342,"2009-03-12 00:00:00"
"803",2009-03-13,1.082,0.28,10.466,24.0589666666667,"2009-03-13 00:00:00"
"804",2009-03-14,1.607,0.311,16.959,33.2396,"2009-03-14 00:00:00"
"805",2009-03-15,3.522,5.129,9.362,33.988,"2009-03-15 00:00:00"
"806",2009-03-16,0.545,0.298,9.341,23.1387333333333,"2009-03-16 00:00:00"
"807",2009-03-17,1.11,3.934,12.32,31.9333333333333,"2009-03-17 00:00:00"
"808",2009-03-18,1.122,0.424,12.101,24.5440666666667,"2009-03-18 00:00:00"
"809",2009-03-19,0.001,0.314,9.196,19.198,"2009-03-19 00:00:00"
"810",2009-03-20,1.083,0.303,10.24,24.4146666666667,"2009-03-20 00:00:00"
"811",2009-03-21,5.42,0.687,10.906,32.1648333333333,"2009-03-21 00:00:00"
"812",2009-03-22,2.017,3.778,9.015,28.6197,"2009-03-22 00:00:00"
"813",2009-03-23,1.078,0.31,5.999,21.7187666666667,"2009-03-23 00:00:00"
"814",2009-03-24,1.71,0.352,10.149,27.7,"2009-03-24 00:00:00"
"815",2009-03-25,2.246,3.283,9.448,29.3088,"2009-03-25 00:00:00"
"816",2009-03-26,0.534,0.317,8.788,20.8240666666667,"2009-03-26 00:00:00"
"817",2009-03-27,1.103,0.553,10.594,29.2593666666667,"2009-03-27 00:00:00"
"818",2009-03-28,4.089,0.327,11.441,35.0427333333333,"2009-03-28 00:00:00"
"819",2009-03-29,2.049,4.004,10.286,38.8716333333333,"2009-03-29 00:00:00"
"820",2009-03-30,1.085,0.283,9.242,23.9848,"2009-03-30 00:00:00"
"821",2009-03-31,2.202,2.661,13.617,31.0548333333333,"2009-03-31 00:00:00"
"822",2009-04-01,2.807,2.413,6.771,26.9317,"2009-04-01 00:00:00"
"823",2009-04-02,0.618,0.324,14.038,27.3520333333333,"2009-04-02 00:00:00"
"824",2009-04-03,0.51,0.327,7.864,22.1116333333333,"2009-04-03 00:00:00"
"825",2009-04-04,2.699,4.172,14.792,35.3469333333333,"2009-04-04 00:00:00"
"826",2009-04-05,3.832,0.359,8.654,25.3924333333333,"2009-04-05 00:00:00"
"827",2009-04-06,0.799,0.329,9.804,23.4311333333333,"2009-04-06 00:00:00"
"828",2009-04-07,0.559,0.356,9.139,23.0030333333333,"2009-04-07 00:00:00"
"829",2009-04-08,2.158,2.827,8.157,26.4147333333333,"2009-04-08 00:00:00"
"830",2009-04-09,3.199,0.348,13.479,30.9514666666667,"2009-04-09 00:00:00"
"831",2009-04-10,1.724,2.804,13.232,30.6569333333333,"2009-04-10 00:00:00"
"832",2009-04-11,3.71,4.244,16.61,38.7440333333333,"2009-04-11 00:00:00"
"833",2009-04-12,7.756,1.128,14.642,38.1747666666667,"2009-04-12 00:00:00"
"834",2009-04-13,0.989,4.835,5.587,25.4115,"2009-04-13 00:00:00"
"835",2009-04-14,0.931,3.537,9.384,25.9442666666667,"2009-04-14 00:00:00"
"836",2009-04-15,1.371,0.514,6.016,21.0332666666667,"2009-04-15 00:00:00"
"837",2009-04-16,2.854,0.402,9.328,23.6702333333333,"2009-04-16 00:00:00"
"838",2009-04-17,0.551,2.846,8.162,33.5564,"2009-04-17 00:00:00"
"839",2009-04-18,1.028,4.998,10.703,28.8591333333333,"2009-04-18 00:00:00"
"840",2009-04-19,1.631,0.376,8.135,19.9205,"2009-04-19 00:00:00"
"841",2009-04-20,0.57,2.632,10.424,25.3055,"2009-04-20 00:00:00"
"842",2009-04-21,1.925,0.376,7.381,31.1110333333333,"2009-04-21 00:00:00"
"843",2009-04-22,1.024,1.203,13.21,26.2062333333333,"2009-04-22 00:00:00"
"844",2009-04-23,0.537,0.406,5.565,17.6200666666667,"2009-04-23 00:00:00"
"845",2009-04-24,0.531,0.372,9.676,21.1702,"2009-04-24 00:00:00"
"846",2009-04-25,1.199,3.91,12.181,30.2579666666667,"2009-04-25 00:00:00"
"847",2009-04-26,3.861,3.008,11.605,33.3831,"2009-04-26 00:00:00"
"848",2009-04-27,0.995,0.377,7.023,21.9876666666667,"2009-04-27 00:00:00"
"849",2009-04-28,2.068,0.371,10.954,27.9955333333333,"2009-04-28 00:00:00"
"850",2009-04-29,1.043,0.851,9.89,25.9666333333333,"2009-04-29 00:00:00"
"851",2009-04-30,1.027,2.005,13.405,29.1925666666667,"2009-04-30 00:00:00"
"852",2009-05-01,0.551,1.051,13.526,29.0753,"2009-05-01 00:00:00"
"853",2009-05-02,1.946,0.383,8.853,21.7101666666667,"2009-05-02 00:00:00"
"854",2009-05-03,3.004,2.536,7.574,27.2450666666667,"2009-05-03 00:00:00"
"855",2009-05-04,0.723,0.46,11.387,27.8220666666667,"2009-05-04 00:00:00"
"856",2009-05-05,1.021,5.537,10.679,28.7755666666667,"2009-05-05 00:00:00"
"857",2009-05-06,1.015,1.797,8.899,23.2945666666667,"2009-05-06 00:00:00"
"858",2009-05-07,0.538,0.373,7.358,16.3460333333333,"2009-05-07 00:00:00"
"859",2009-05-08,2.226,0.85,15.04,30.9301333333333,"2009-05-08 00:00:00"
"860",2009-05-09,2.09,0.389,7.893,22.1782666666667,"2009-05-09 00:00:00"
"861",2009-05-10,3.78,6.633,8.356,31.9316333333333,"2009-05-10 00:00:00"
"862",2009-05-11,0.543,0.489,10.118,23.2976333333333,"2009-05-11 00:00:00"
"863",2009-05-12,1.012,0.919,11.841,26.4907666666667,"2009-05-12 00:00:00"
"864",2009-05-13,0.882,2.334,7.848,22.6434666666667,"2009-05-13 00:00:00"
"865",2009-05-14,0.537,2.898,10.982,26.2468666666667,"2009-05-14 00:00:00"
"866",2009-05-15,1.382,1.671,12.72,25.7036,"2009-05-15 00:00:00"
"867",2009-05-16,1.705,4.82,12.263,30.8783,"2009-05-16 00:00:00"
"868",2009-05-17,2.555,1.927,7.17,27.7825333333333,"2009-05-17 00:00:00"
"869",2009-05-18,0.763,0.373,8.969,20.3051666666667,"2009-05-18 00:00:00"
"870",2009-05-19,2.75,0.66,10.979,24.5429666666667,"2009-05-19 00:00:00"
"871",2009-05-20,1.012,2.019,9.47,24.3687,"2009-05-20 00:00:00"
"872",2009-05-21,1.595,1.184,12.447,26.2060333333333,"2009-05-21 00:00:00"
"873",2009-05-22,1.492,1.3,8.188,18.6044333333333,"2009-05-22 00:00:00"
"874",2009-05-23,0.48,1.846,12.544,24.9387666666667,"2009-05-23 00:00:00"
"875",2009-05-24,0.045,0.441,10.23,21.8036666666667,"2009-05-24 00:00:00"
"876",2009-05-25,0.92,0.966,9.797,22.4822,"2009-05-25 00:00:00"
"877",2009-05-26,0.658,0.457,9.836,19.4245666666667,"2009-05-26 00:00:00"
"878",2009-05-27,1.032,2.764,11.175,27.3032,"2009-05-27 00:00:00"
"879",2009-05-28,2.055,0.42,9.02,20.6443333333333,"2009-05-28 00:00:00"
"880",2009-05-29,0.485,0.433,10.499,19.7014666666667,"2009-05-29 00:00:00"
"881",2009-05-30,2.86,1.706,10.755,26.2015,"2009-05-30 00:00:00"
"882",2009-05-31,1.39,0.458,5.854,16.4184,"2009-05-31 00:00:00"
"883",2009-06-01,2.874,0.46,11.965,25.929,"2009-06-01 00:00:00"
"884",2009-06-02,0.438,0.506,7.92,17.6788666666667,"2009-06-02 00:00:00"
"885",2009-06-03,0.94,1.369,11.555,23.5579666666667,"2009-06-03 00:00:00"
"886",2009-06-04,1.842,0.455,6.916,15.7015333333333,"2009-06-04 00:00:00"
"887",2009-06-05,0.064,0.457,12.562,22.4295666666667,"2009-06-05 00:00:00"
"888",2009-06-06,1.769,2.691,9.897,22.9283,"2009-06-06 00:00:00"
"889",2009-06-07,2.077,1.682,6.2,20.5619333333333,"2009-06-07 00:00:00"
"890",2009-06-08,0.009,0.44,9.107,19.6813666666667,"2009-06-08 00:00:00"
"891",2009-06-09,1.523,0.409,10.698,22.1933333333333,"2009-06-09 00:00:00"
"892",2009-06-10,0.995,4.743,9.151,25.8139333333333,"2009-06-10 00:00:00"
"893",2009-06-11,0.529,0.466,11.292,23.5691333333333,"2009-06-11 00:00:00"
"894",2009-06-12,0.495,0.466,7.188,17.9688,"2009-06-12 00:00:00"
"895",2009-06-13,0.514,0.043,0.212,6.2613,"2009-06-13 00:00:00"
"896",2009-06-14,0,0,0,5.23199999999999,"2009-06-14 00:00:00"
"897",2009-06-15,0.916,0.307,5.196,13.859,"2009-06-15 00:00:00"
"898",2009-06-16,2.47,1.22,13.407,23.901,"2009-06-16 00:00:00"
"899",2009-06-17,0.994,0.616,7.748,16.5084666666667,"2009-06-17 00:00:00"
"900",2009-06-18,0.494,0.458,11.278,19.3891333333333,"2009-06-18 00:00:00"
"901",2009-06-19,0.969,0.476,7.74,18.0163,"2009-06-19 00:00:00"
"902",2009-06-20,0,2.658,8.7,19.7249,"2009-06-20 00:00:00"
"903",2009-06-21,1.039,0.414,6.466,13.944,"2009-06-21 00:00:00"
"904",2009-06-22,0,0.447,10.996,18.4012,"2009-06-22 00:00:00"
"905",2009-06-23,0.522,1.258,7.411,15.5752666666667,"2009-06-23 00:00:00"
"906",2009-06-24,3.058,1.24,14.807,26.7616,"2009-06-24 00:00:00"
"907",2009-06-25,0.489,0.492,6.384,13.3679666666667,"2009-06-25 00:00:00"
"908",2009-06-26,1.067,0.536,9.89,19.0003333333333,"2009-06-26 00:00:00"
"909",2009-06-27,2.966,2.425,12.177,28.2315,"2009-06-27 00:00:00"
"910",2009-06-28,0.456,1.42,8.255,19.277,"2009-06-28 00:00:00"
"911",2009-06-29,0.939,0.606,5.663,16.3966666666667,"2009-06-29 00:00:00"
"912",2009-06-30,1.437,1.029,9.773,21.6245333333333,"2009-06-30 00:00:00"
"913",2009-07-01,0.989,0.589,9.167,19.7677333333333,"2009-07-01 00:00:00"
"914",2009-07-02,0.637,0.602,8.222,20.3180333333333,"2009-07-02 00:00:00"
"915",2009-07-03,0.856,0.64,7.755,15.4088333333333,"2009-07-03 00:00:00"
"916",2009-07-04,1.574,2.342,6.193,18.2340333333333,"2009-07-04 00:00:00"
"917",2009-07-05,3.295,1.446,8.613,25.2838,"2009-07-05 00:00:00"
"918",2009-07-06,0.43,0.753,6.388,14.2542333333333,"2009-07-06 00:00:00"
"919",2009-07-07,1.721,3.588,6.479,20.3830666666667,"2009-07-07 00:00:00"
"920",2009-07-08,0,3.46,8.494,19.7261,"2009-07-08 00:00:00"
"921",2009-07-09,0,0.755,5.633,14.059,"2009-07-09 00:00:00"
"922",2009-07-10,0.988,0.962,7.471,17.9673,"2009-07-10 00:00:00"
"923",2009-07-11,0.981,2.308,7.758,20.0247,"2009-07-11 00:00:00"
"924",2009-07-12,0,0.597,3.472,7.98886666666667,"2009-07-12 00:00:00"
"925",2009-07-13,0,0.616,4.464,8.8861,"2009-07-13 00:00:00"
"926",2009-07-14,2.303,0.614,6.133,14.9858333333333,"2009-07-14 00:00:00"
"927",2009-07-15,0.878,0.789,5.896,12.0787333333333,"2009-07-15 00:00:00"
"928",2009-07-16,0,1.848,3.862,10.0204333333333,"2009-07-16 00:00:00"
"929",2009-07-17,0,0.647,6.657,12.2332666666667,"2009-07-17 00:00:00"
"930",2009-07-18,0,0.629,5.412,13.8254666666667,"2009-07-18 00:00:00"
"931",2009-07-19,0,0.626,5.041,21.7043333333333,"2009-07-19 00:00:00"
"932",2009-07-20,0.914,0.742,4.95,11.6099333333333,"2009-07-20 00:00:00"
"933",2009-07-21,0,1.014,7.778,13.5635,"2009-07-21 00:00:00"
"934",2009-07-22,0,0.654,3.995,10.9878666666667,"2009-07-22 00:00:00"
"935",2009-07-23,0.926,0.658,9.041,18.5686666666667,"2009-07-23 00:00:00"
"936",2009-07-24,0,0.632,4.187,9.43436666666667,"2009-07-24 00:00:00"
"937",2009-07-25,0,0.555,3.72,8.91826666666667,"2009-07-25 00:00:00"
"938",2009-07-26,0,0.9,3.754,8.869,"2009-07-26 00:00:00"
"939",2009-07-27,0,2.066,5.185,11.4612333333333,"2009-07-27 00:00:00"
"940",2009-07-28,0,4.003,3.505,12.7434666666667,"2009-07-28 00:00:00"
"941",2009-07-29,0.869,1.756,7.6,16.6454,"2009-07-29 00:00:00"
"942",2009-07-30,0,2.294,4.836,12.9272,"2009-07-30 00:00:00"
"943",2009-07-31,0.865,3.333,6.288,17.2188,"2009-07-31 00:00:00"
"944",2009-08-01,0,0.913,6.252,11.8568333333333,"2009-08-01 00:00:00"
"945",2009-08-02,0,0.666,3.551,8.24293333333333,"2009-08-02 00:00:00"
"946",2009-08-03,0,0.606,3.808,8.30956666666667,"2009-08-03 00:00:00"
"947",2009-08-04,0,0.608,3.874,8.4948,"2009-08-04 00:00:00"
"948",2009-08-05,0,0.616,4.037,8.61193333333333,"2009-08-05 00:00:00"
"949",2009-08-06,0,0.655,4.184,8.8793,"2009-08-06 00:00:00"
"950",2009-08-07,0,0.669,4.234,8.99096666666667,"2009-08-07 00:00:00"
"951",2009-08-08,0,0.65,4.158,8.83726666666667,"2009-08-08 00:00:00"
"952",2009-08-09,1.534,2.396,5.157,16.0440666666667,"2009-08-09 00:00:00"
"953",2009-08-10,0.45,2.316,4.661,14.2735666666667,"2009-08-10 00:00:00"
"954",2009-08-11,0.857,2.875,7.86,18.5187333333333,"2009-08-11 00:00:00"
"955",2009-08-12,0.451,0.659,4.273,13.4065333333333,"2009-08-12 00:00:00"
"956",2009-08-13,1.269,2.577,2.417,13.0561666666667,"2009-08-13 00:00:00"
"957",2009-08-14,0.836,1.975,4.656,14.2730666666667,"2009-08-14 00:00:00"
"958",2009-08-15,2.904,1.877,8.91,22.5565666666667,"2009-08-15 00:00:00"
